FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1627696,1627696,POINT (16.221921227058512 48.37967338140774),Stockerau Uferweg,Stockerau Uferweg,1,,2,https://anachb.vor.at#P|SQ!evaId|Stockerau%20Uferweg!start|1,
OEFFHALTESTOGD.1627697,1627697,POINT (16.221301426956835 48.3796733814238),Stockerau Uferweg,Stockerau Uferweg,1,,2,https://anachb.vor.at#P|SQ!evaId|Stockerau%20Uferweg!start|1,
OEFFHALTESTOGD.1627698,1627698,POINT (16.133773859501407 48.043934052090286),Heiligenkreuz Hofwiese,Heiligenkreuz Hofwiese,"365, 308, 306, 307",,3,https://anachb.vor.at#P|SQ!evaId|Heiligenkreuz%20Hofwiese!start|1,
OEFFHALTESTOGD.1627699,1627699,POINT (16.133710960166663 48.04362775269606),Heiligenkreuz Hofwiese,Heiligenkreuz Hofwiese,307,,3,https://anachb.vor.at#P|SQ!evaId|Heiligenkreuz%20Hofwiese!start|1,
OEFFHALTESTOGD.1627700,1627700,POINT (16.100850758487194 48.16987716389747),Pressbaum Brentenmais,Pressbaum Brentenmais,"254, 253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Pressbaum%20Brentenmais!start|1,
OEFFHALTESTOGD.1627701,1627701,POINT (16.100428559175672 48.16962546442113),Pressbaum Brentenmais,Pressbaum Brentenmais,"254, 253, 250, 458",,3,https://anachb.vor.at#P|SQ!evaId|Pressbaum%20Brentenmais!start|1,
OEFFHALTESTOGD.1627702,1627702,POINT (16.61500145589348 48.166515883335755),Probstdorf Fadenweg,Probstdorf Fadenweg,553,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Fadenweg!start|1,
OEFFHALTESTOGD.1627703,1627703,POINT (16.615181156250415 48.166497882431834),Probstdorf Fadenweg,Probstdorf Fadenweg,553,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Fadenweg!start|1,
OEFFHALTESTOGD.1627704,1627704,POINT (16.615109259259118 48.17117698280415),Probstdorf Kirche,Probstdorf Kirche,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627705,1627705,POINT (16.615091259961023 48.17118898306293),Probstdorf Kirche,Probstdorf Kirche,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627706,1627706,POINT (16.61374386157917 48.174136383413654),Probstdorf Lehenweg,Probstdorf Lehenweg,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Lehenweg!start|1,
OEFFHALTESTOGD.1627707,1627707,POINT (16.613743861502854 48.174010583557106),Probstdorf Lehenweg,Probstdorf Lehenweg,"553, 550",,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Lehenweg!start|1,
OEFFHALTESTOGD.1627708,1627708,POINT (16.618621658883693 48.16946358185837),Probstdorf Jubiläumsstraße,Probstdorf Jubiläumsstraße,550,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Jubiläumsstraße!start|1,
OEFFHALTESTOGD.1627709,1627709,POINT (16.61858575805342 48.169511482014535),Probstdorf Jubiläumsstraße,Probstdorf Jubiläumsstraße,550,,3,https://anachb.vor.at#P|SQ!evaId|Probstdorf%20Jubiläumsstraße!start|1,
OEFFHALTESTOGD.1627710,1627710,POINT (16.177396169245174 48.1821453369128),Purkersdorf Baunzen,Purkersdorf Baunzen,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Baunzen!start|1,
OEFFHALTESTOGD.1627711,1627711,POINT (16.168475882855553 48.199949540768515),Purkersdorf Deutschwaldstraße,Purkersdorf Deutschwaldstraße,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Deutschwaldstraße!start|1,
OEFFHALTESTOGD.1627712,1627712,POINT (16.169266482810464 48.200254840496726),Purkersdorf Deutschwaldstraße,Purkersdorf Deutschwaldstraße,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Deutschwaldstraße!start|1,
OEFFHALTESTOGD.1627713,1627713,POINT (16.174656288768666 48.20728973851841),Purkersdorf Kirche,Purkersdorf Kirche,"447, 457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627714,1627714,POINT (16.174530588750482 48.207397538168294),Purkersdorf Kirche,Purkersdorf Kirche,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627715,1627715,POINT (16.172751891982468 48.21227643905504),Purkersdorf Süßfeldstraße,Purkersdorf Süßfeldstraße,"447, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Süßfeldstraße!start|1,
OEFFHALTESTOGD.1627716,1627716,POINT (16.17261719228318 48.212222539161445),Purkersdorf Süßfeldstraße,Purkersdorf Süßfeldstraße,"458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Süßfeldstraße!start|1,
OEFFHALTESTOGD.1627717,1627717,POINT (16.170047984881897 48.20293723955174),Purkersdorf Hellbrücke,Purkersdorf Hellbrücke,"457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Hellbrücke!start|1,
OEFFHALTESTOGD.1627718,1627718,POINT (16.169365284325483 48.202607939800885),Purkersdorf Hellbrücke,Purkersdorf Hellbrücke,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Hellbrücke!start|1,
OEFFHALTESTOGD.1627719,1627719,POINT (16.177135689436206 48.20807403722934),Purkersdorf Bachgasse,Purkersdorf Bachgasse,"453, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Bachgasse!start|1,
OEFFHALTESTOGD.1627720,1627720,POINT (16.176147589587234 48.20807403795583),Purkersdorf Bachgasse,Purkersdorf Bachgasse,"453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Bachgasse!start|1,
OEFFHALTESTOGD.1627721,1627721,POINT (16.162070983672262 48.20071594226855),Purkersdorf Rechenfeldstraße,Purkersdorf Rechenfeldstraße,"453, 452, 458",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Rechenfeldstraße!start|1,
OEFFHALTESTOGD.1627722,1627722,POINT (16.161145682597784 48.20042254338303),Purkersdorf Rechenfeldstraße,Purkersdorf Rechenfeldstraße,"457, 453, 452, 458",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Rechenfeldstraße!start|1,
OEFFHALTESTOGD.1627723,1627723,POINT (16.190026488015718 48.205924733189875),Unterpurkersdorf Bahnhof,Unterpurkersdorf Bahnhof,451,,3,https://anachb.vor.at#P|SQ!evaId|Unterpurkersdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.1627724,1627724,POINT (16.189253987566453 48.206086432754724),Unterpurkersdorf Bahnhof,Unterpurkersdorf Bahnhof,"453, SV110, 451",,3,https://anachb.vor.at#P|SQ!evaId|Unterpurkersdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.1627725,1627725,POINT (16.453134213227393 48.3641460396468),Putzing Am See,Putzing Am See,501,,3,https://anachb.vor.at#P|SQ!evaId|Putzing%20Am%20See!start|1,
OEFFHALTESTOGD.1627726,1627726,POINT (16.45318811295689 48.36428924023474),Putzing Am See,Putzing Am See,501,,3,https://anachb.vor.at#P|SQ!evaId|Putzing%20Am%20See!start|1,
OEFFHALTESTOGD.1627727,1627727,POINT (16.451553217180493 48.37012004046878),Putzing Kirchensteig,Putzing Kirchensteig,501,,3,https://anachb.vor.at#P|SQ!evaId|Putzing%20Kirchensteig!start|1,
OEFFHALTESTOGD.1627728,1627728,POINT (16.45166091822904 48.370233440693056),Putzing Kirchensteig,Putzing Kirchensteig,501,,3,https://anachb.vor.at#P|SQ!evaId|Putzing%20Kirchensteig!start|1,
OEFFHALTESTOGD.1627729,1627729,POINT (16.205895326788404 48.382662481773316),Stockerau Zum Spitzgarten,Stockerau Zum Spitzgarten,1,,2,https://anachb.vor.at#P|SQ!evaId|Stockerau%20Zum%20Spitzgarten!start|1,
OEFFHALTESTOGD.1627730,1627730,POINT (16.581790813010976 48.238644394416326),Raasdorf Bahnhof,Raasdorf Bahnhof,"551, SV910",,3,https://anachb.vor.at#P|SQ!evaId|Raasdorf%20Bahnhof!start|1,
OEFFHALTESTOGD.1627731,1627731,POINT (16.565432518606237 48.246200400686384),Raasdorf Kirche,Raasdorf Kirche,"551, 540",,3,https://anachb.vor.at#P|SQ!evaId|Raasdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627732,1627732,POINT (16.56524381965806 48.246828500787736),Raasdorf Kirche,Raasdorf Kirche,540,,3,https://anachb.vor.at#P|SQ!evaId|Raasdorf%20Kirche!start|1,
OEFFHALTESTOGD.1627733,1627733,POINT (16.461775823527525 48.12457043668127),Rannersdorf Kindergarten,Rannersdorf Kindergarten,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Kindergarten!start|1,
OEFFHALTESTOGD.1627734,1627734,POINT (16.462090223485472 48.12508013706945),Rannersdorf Kindergarten,Rannersdorf Kindergarten,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Kindergarten!start|1,
OEFFHALTESTOGD.1627735,1627735,POINT (16.16957187734573 48.19335074017753),Purkersdorf Robert-Hohenwarter-Gasse,Purkersdorf Robert-Hohenwarter-Gasse,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Robert-Hohenwarter-Gasse!start|1,
OEFFHALTESTOGD.1627736,1627736,POINT (16.169742577194487 48.193129239944966),Purkersdorf Robert-Hohenwarter-Gasse,Purkersdorf Robert-Hohenwarter-Gasse,452,,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Robert-Hohenwarter-Gasse!start|1,
OEFFHALTESTOGD.1627737,1627737,POINT (16.19889288739291 48.20505662951531),Purkersdorf Sanatorium Bhf.,Purkersdorf Sanatorium Bhf.,"SV110, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Sanatorium%20Bhf.!start|1,
OEFFHALTESTOGD.1627738,1627738,POINT (16.197904686950828 48.20528412993374),Purkersdorf Sanatorium Bhf.,Purkersdorf Sanatorium Bhf.,"453, SV110, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Sanatorium%20Bhf.!start|1,
OEFFHALTESTOGD.1627739,1627739,POINT (16.17122478662187 48.20522423951893),Purkersdorf Schöffelgasse,Purkersdorf Schöffelgasse,"457, 453, 452, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Schöffelgasse!start|1,
OEFFHALTESTOGD.1627740,1627740,POINT (16.171081087103403 48.20529613922307),Purkersdorf Schöffelgasse,Purkersdorf Schöffelgasse,"453, 458, 451",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Schöffelgasse!start|1,
OEFFHALTESTOGD.1627741,1627741,POINT (16.177944186811498 48.205763136995174),Purkersdorf Zentrum Bahnhof,Purkersdorf Zentrum Bahnhof,"SV110, 451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Zentrum%20Bahnhof!start|1,
OEFFHALTESTOGD.1627742,1627742,POINT (16.176830287779904 48.20571523705835),Purkersdorf Zentrum Bahnhof,Purkersdorf Zentrum Bahnhof,"453, 452, 458, SV110, 451, 107",,3,https://anachb.vor.at#P|SQ!evaId|Purkersdorf%20Zentrum%20Bahnhof!start|1,
OEFFHALTESTOGD.1627743,1627743,POINT (16.466941128882997 48.131375834684704),Rannersdorf Wirtingerstraße,Rannersdorf Wirtingerstraße,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Wirtingerstraße!start|1,
OEFFHALTESTOGD.1627744,1627744,POINT (16.466995028102392 48.1311899348922),Rannersdorf Wirtingerstraße,Rannersdorf Wirtingerstraße,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Wirtingerstraße!start|1,
OEFFHALTESTOGD.1627745,1627745,POINT (16.46536902712682 48.12892953571621),Rannersdorf Schulgasse,Rannersdorf Schulgasse,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Schulgasse!start|1,
OEFFHALTESTOGD.1627746,1627746,POINT (16.46544092714797 48.12866573574643),Rannersdorf Schulgasse,Rannersdorf Schulgasse,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Schulgasse!start|1,
OEFFHALTESTOGD.1627747,1627747,POINT (16.45842512102626 48.121997938379124),Rannersdorf Baiergasse,Rannersdorf Baiergasse,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Baiergasse!start|1,
OEFFHALTESTOGD.1627748,1627748,POINT (16.459134721530376 48.12233973810803),Rannersdorf Baiergasse,Rannersdorf Baiergasse,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Baiergasse!start|1,
OEFFHALTESTOGD.1627749,1627749,POINT (16.531134691540935 48.0832927123799),Rauchenwarth Raiffeisenstr.,Rauchenwarth Raiffeisenstr.,"272, 221",,3,https://anachb.vor.at#P|SQ!evaId|Rauchenwarth%20Raiffeisenstr.!start|1,
OEFFHALTESTOGD.1627750,1627750,POINT (16.53124249138889 48.08338881206555),Rauchenwarth Raiffeisenstr.,Rauchenwarth Raiffeisenstr.,"272, 221",,3,https://anachb.vor.at#P|SQ!evaId|Rauchenwarth%20Raiffeisenstr.!start|1,
OEFFHALTESTOGD.1627751,1627751,POINT (16.45794901726136 48.117050437944854),Rannersdorf Industriezentrum,Rannersdorf Industriezentrum,"217, 218",,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Industriezentrum!start|1,
OEFFHALTESTOGD.1627752,1627752,POINT (16.458065718059153 48.11747023866701),Rannersdorf Industriezentrum,Rannersdorf Industriezentrum,"217, 218",,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Industriezentrum!start|1,
OEFFHALTESTOGD.1627753,1627753,POINT (16.10711201874537 48.24591936201764),Riederberg Weideck,Riederberg Weideck,"447, 451",,3,https://anachb.vor.at#P|SQ!evaId|Riederberg%20Weideck!start|1,
OEFFHALTESTOGD.1627754,1627754,POINT (16.10700421887928 48.245799762034565),Riederberg Weideck,Riederberg Weideck,"447, 451",,3,https://anachb.vor.at#P|SQ!evaId|Riederberg%20Weideck!start|1,
OEFFHALTESTOGD.1627755,1627755,POINT (16.118421816905375 48.24291625812981),Riederberg Unterer Langleithenweg,Riederberg Unterer Langleithenweg,"447, 451",,3,https://anachb.vor.at#P|SQ!evaId|Riederberg%20Unterer%20Langleithenweg!start|1,
OEFFHALTESTOGD.1627756,1627756,POINT (16.117909816807025 48.242898258111424),Riederberg Unterer Langleithenweg,Riederberg Unterer Langleithenweg,"447, 451",,3,https://anachb.vor.at#P|SQ!evaId|Riederberg%20Unterer%20Langleithenweg!start|1,
OEFFHALTESTOGD.1627757,1627757,POINT (16.45298131801231 48.117212340391625),Rannersdorf Zwölfaxinger Str.,Rannersdorf Zwölfaxinger Str.,217,,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Zwölfaxinger%20Str.!start|1,
OEFFHALTESTOGD.1627758,1627758,POINT (16.453996417945596 48.11782403974322),Rannersdorf Zwölfaxinger Str.,Rannersdorf Zwölfaxinger Str.,"217, 218",,3,https://anachb.vor.at#P|SQ!evaId|Rannersdorf%20Zwölfaxinger%20Str.!start|1,
OEFFHALTESTOGD.1627759,1627759,POINT (16.625844188515224 48.207445278682826),Rutzendorf Ort,Rutzendorf Ort,552,,3,https://anachb.vor.at#P|SQ!evaId|Rutzendorf%20Ort!start|1,
OEFFHALTESTOGD.1627760,1627760,POINT (16.6258980883747 48.207499078859335),Rutzendorf Ort,Rutzendorf Ort,552,,3,https://anachb.vor.at#P|SQ!evaId|Rutzendorf%20Ort!start|1,
OEFFHALTESTOGD.1627761,1627761,POINT (16.370965338087196 48.39592956916969),Rückersdorf Kellergasse,Rückersdorf Kellergasse,858,,3,https://anachb.vor.at#P|SQ!evaId|Rückersdorf%20Kellergasse!start|1,
OEFFHALTESTOGD.1627762,1627762,POINT (16.370866538439913 48.395953369146284),Rückersdorf Kellergasse,Rückersdorf Kellergasse,858,,3,https://anachb.vor.at#P|SQ!evaId|Rückersdorf%20Kellergasse!start|1,
OEFFHALTESTOGD.1627763,1627763,POINT (16.141544250482163 48.0318249492398),Sattelbach Abzw. Heiligenkreuz,Sattelbach Abzw. Heiligenkreuz,"365, 307",,3,https://anachb.vor.at#P|SQ!evaId|Sattelbach%20Abzw.%20Heiligenkreuz!start|1,
OEFFHALTESTOGD.1627764,1627764,POINT (16.141454450455797 48.03170484985033),Sattelbach Abzw. Heiligenkreuz,Sattelbach Abzw. Heiligenkreuz,307,,3,https://anachb.vor.at#P|SQ!evaId|Sattelbach%20Abzw.%20Heiligenkreuz!start|1,
OEFFHALTESTOGD.1627765,1627765,POINT (16.14050224940324 48.03116415002944),Sattelbach Bundesstraße,Sattelbach Bundesstraße,"365, 306, 307",,3,https://anachb.vor.at#P|SQ!evaId|Sattelbach%20Bundesstraße!start|1,
OEFFHALTESTOGD.1627766,1627766,POINT (16.13840915006152 48.03046135049559),Sattelbach Bundesstraße,Sattelbach Bundesstraße,"306, 307",,3,https://anachb.vor.at#P|SQ!evaId|Sattelbach%20Bundesstraße!start|1,
OEFFHALTESTOGD.1627767,1627767,POINT (16.209771534046947 48.265345826403035),Scheiblingstein Tullner Straße,Scheiblingstein Tullner Straße,"445, 401",,3,https://anachb.vor.at#P|SQ!evaId|Scheiblingstein%20Tullner%20Straße!start|1,
OEFFHALTESTOGD.1627768,1627768,POINT (16.209600834333116 48.26532792583585),Scheiblingstein Tullner Straße,Scheiblingstein Tullner Straße,445,,3,https://anachb.vor.at#P|SQ!evaId|Scheiblingstein%20Tullner%20Straße!start|1,
OEFFHALTESTOGD.1627769,1627769,POINT (16.113885423227597 48.37781185998049),Schmida Kirche,Schmida Kirche,"800, 842",,3,https://anachb.vor.at#P|SQ!evaId|Schmida%20Kirche!start|1,
OEFFHALTESTOGD.1627770,1627770,POINT (16.587566882012034 48.07286759220862),Schwadorf Volksschule,Schwadorf Volksschule,"272, 221, 248, 222",,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Volksschule!start|1,
OEFFHALTESTOGD.1627771,1627771,POINT (16.587360282651634 48.07299969276989),Schwadorf Volksschule,Schwadorf Volksschule,"272, 221, 248, 222",,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Volksschule!start|1,
OEFFHALTESTOGD.1627772,1627772,POINT (16.58383888110838 48.07055659411397),Schwadorf Brucker Straße,Schwadorf Brucker Straße,"272, 248",,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Brucker%20Straße!start|1,
OEFFHALTESTOGD.1627773,1627773,POINT (16.58397358150118 48.070652693598205),Schwadorf Brucker Straße,Schwadorf Brucker Straße,"272, 248",,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Brucker%20Straße!start|1,
OEFFHALTESTOGD.1627774,1627774,POINT (16.58343458219682 48.071486993986106),Schwadorf Fischamender Str.,Schwadorf Fischamender Str.,"272, 221, 248, 222",,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Fischamender%20Str.!start|1,
OEFFHALTESTOGD.1627775,1627775,POINT (16.579257483654857 48.07343179548929),Schwadorf Schiefer Weg,Schwadorf Schiefer Weg,272,,3,https://anachb.vor.at#P|SQ!evaId|Schwadorf%20Schiefer%20Weg!start|1,
OEFFHALTESTOGD.1627818,1627818,POINT (16.475529033770975 48.137646832049604),Schwechat Mischekgasse,Schwechat Mischekgasse,218,,3,https://anachb.vor.at#P|SQ!evaId|Schwechat%20Mischekgasse!start|1,
OEFFHALTESTOGD.1627819,1627819,POINT (16.476094936051684 48.14112973157479),Schwechat B10/Rathausplatz,Schwechat B10/Rathausplatz,"272, 217, 71A, 266, 279, 218, 171",,3,https://anachb.vor.at#P|SQ!evaId|Schwechat%20B10/Rathausplatz!start|1,
OEFFHALTESTOGD.1627820,1627820,POINT (16.476054625475854 48.14112978065411),Schwechat B10/Rathausplatz,Schwechat B10/Rathausplatz,"272, 217, 71A, 266, 279, 218, 171",,2,https://anachb.vor.at#P|SQ!evaId|Schwechat%20B10/Rathausplatz!start|1,
OEFFHALTESTOGD.1627821,1627821,POINT (16.613061137679196 48.14364728382921),Schönau an der Donau Ortsmitte,Schönau an der Donau Ortsmitte,553,,3,https://anachb.vor.at#P|SQ!evaId|Schönau%20an%20der%20Donau%20Ortsmitte!start|1,
OEFFHALTESTOGD.1627822,1627822,POINT (16.16816151741204 48.243388840540504),Mauerbach Hauptstraße/Billa,Mauerbach Hauptstraße/Billa,"450, 458",,3,https://anachb.vor.at#P|SQ!evaId|Mauerbach%20Hauptstraße/Billa!start|1,
OEFFHALTESTOGD.1627823,1627823,POINT (16.16805371651286 48.243388840396435),Mauerbach Hauptstraße/Billa,Mauerbach Hauptstraße/Billa,"450, 458",,3,https://anachb.vor.at#P|SQ!evaId|Mauerbach%20Hauptstraße/Billa!start|1,
OEFFHALTESTOGD.1627824,1627824,POINT (16.38825792670963 48.380979963007505),Seebarn bei Harmannsdorf Schloßstraße,Seebarn bei Harmannsdorf Schloßstraße,857,,3,https://anachb.vor.at#P|SQ!evaId|Seebarn%20bei%20Harmannsdorf%20Schloßstraße!start|1,
OEFFHALTESTOGD.1627825,1627825,POINT (16.388338725425033 48.38061606264713),Seebarn bei Harmannsdorf Schloßstraße,Seebarn bei Harmannsdorf Schloßstraße,857,,3,https://anachb.vor.at#P|SQ!evaId|Seebarn%20bei%20Harmannsdorf%20Schloßstraße!start|1,
OEFFHALTESTOGD.1627826,1627826,POINT (16.500259785967728 48.33095712362709),Seyring Bahnhof,Seyring Bahnhof,"SV902, 513",,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Bahnhof!start|1,
OEFFHALTESTOGD.1627827,1627827,POINT (16.494303985643395 48.33073612582734),Seyring Raimund-Lux-Gasse,Seyring Raimund-Lux-Gasse,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Raimund-Lux-Gasse!start|1,
OEFFHALTESTOGD.1627828,1627828,POINT (16.49429498623501 48.330813825398856),Seyring Raimund-Lux-Gasse,Seyring Raimund-Lux-Gasse,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Raimund-Lux-Gasse!start|1,
OEFFHALTESTOGD.1627829,1627829,POINT (16.481862287788882 48.33320262994624),Seyring Hauptstraße,Seyring Hauptstraße,"502, 513",,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Hauptstraße!start|1,
OEFFHALTESTOGD.1627830,1627830,POINT (16.486048487940167 48.33309512877397),Seyring Rechte Dorfstraße,Seyring Rechte Dorfstraße,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Rechte%20Dorfstraße!start|1,
OEFFHALTESTOGD.1627831,1627831,POINT (16.486093388421825 48.33315492872936),Seyring Rechte Dorfstraße,Seyring Rechte Dorfstraße,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Rechte%20Dorfstraße!start|1,
OEFFHALTESTOGD.1627832,1627832,POINT (16.479787185886774 48.33093323088223),Seyring Wiener Straße,Seyring Wiener Straße,"502, 513",,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.1627833,1627833,POINT (16.47959858677849 48.33100493028794),Seyring Wiener Straße,Seyring Wiener Straße,"502, 513",,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Wiener%20Straße!start|1,
OEFFHALTESTOGD.1627834,1627834,POINT (16.19064624055456 48.01843313185832),Helenental Abzw. Siegenfeld,Helenental Abzw. Siegenfeld,308,,3,https://anachb.vor.at#P|SQ!evaId|Helenental%20Abzw.%20Siegenfeld!start|1,
OEFFHALTESTOGD.1627835,1627835,POINT (16.190583339214253 48.01793443242734),Helenental Abzw. Siegenfeld,Helenental Abzw. Siegenfeld,"308, 306",,3,https://anachb.vor.at#P|SQ!evaId|Helenental%20Abzw.%20Siegenfeld!start|1,
OEFFHALTESTOGD.1627836,1627836,POINT (16.179022050203212 48.031302336087705),Siegenfeld Rosental,Siegenfeld Rosental,"308, 307",,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Rosental!start|1,
OEFFHALTESTOGD.1627837,1627837,POINT (16.178986050404387 48.03117613679413),Siegenfeld Rosental,Siegenfeld Rosental,308,,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Rosental!start|1,
OEFFHALTESTOGD.1627838,1627838,POINT (16.17574315538991 48.03789783767547),Siegenfeld Kirchenplatz,Siegenfeld Kirchenplatz,"308, 307",,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Kirchenplatz!start|1,
OEFFHALTESTOGD.1627839,1627839,POINT (16.175464655421646 48.03796993787576),Siegenfeld Kirchenplatz,Siegenfeld Kirchenplatz,308,,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Kirchenplatz!start|1,
OEFFHALTESTOGD.1627840,1627840,POINT (16.17391055523367 48.037105037911964),Siegenfeld Badner Straße,Siegenfeld Badner Straße,"308, 307",,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Badner%20Straße!start|1,
OEFFHALTESTOGD.1627841,1627841,POINT (16.173677054282166 48.03709293818141),Siegenfeld Badner Straße,Siegenfeld Badner Straße,308,,3,https://anachb.vor.at#P|SQ!evaId|Siegenfeld%20Badner%20Straße!start|1,
OEFFHALTESTOGD.1627842,1627842,POINT (16.15752538709426 48.07835964403094),Sittendorf Dornbacher Straße,Sittendorf Dornbacher Straße,"252, 251, 264, 364, 262",,3,https://anachb.vor.at#P|SQ!evaId|Sittendorf%20Dornbacher%20Straße!start|1,
OEFFHALTESTOGD.1627843,1627843,POINT (16.497807386939456 48.33071822388933),Seyring Fuchsgasse,Seyring Fuchsgasse,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Fuchsgasse!start|1,
OEFFHALTESTOGD.1627844,1627844,POINT (16.496226386025675 48.330801824910715),Seyring Fuchsgasse,Seyring Fuchsgasse,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Fuchsgasse!start|1,
OEFFHALTESTOGD.1627845,1627845,POINT (16.482473189397727 48.334020829414044),Seyring Enzersfelder Weg,Seyring Enzersfelder Weg,"502, 513",,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20Enzersfelder%20Weg!start|1,
OEFFHALTESTOGD.1627846,1627846,POINT (16.16264578325652 48.073840141966635),Sittendorf Volksschule,Sittendorf Volksschule,"252, 251, 264, 255, 364",,3,https://anachb.vor.at#P|SQ!evaId|Sittendorf%20Volksschule!start|1,
OEFFHALTESTOGD.1627847,1627847,POINT (16.21039137929175 48.322774626017384),St. Andrä-Wördern Volksschule,St. Andrä-Wördern Volksschule,"403, 405, 404",,3,https://anachb.vor.at#P|SQ!evaId|St.%20Andrä-Wördern%20Volksschule!start|1,
OEFFHALTESTOGD.1627848,1627848,POINT (16.210705780431454 48.32301352591649),St. Andrä-Wördern Volksschule,St. Andrä-Wördern Volksschule,"403, 411, 406, 404",,3,https://anachb.vor.at#P|SQ!evaId|St.%20Andrä-Wördern%20Volksschule!start|1,
OEFFHALTESTOGD.1627849,1627849,POINT (16.49955008750978 48.33195452407902),Seyring J.-Scheider-Gasse,Seyring J.-Scheider-Gasse,513,,3,https://anachb.vor.at#P|SQ!evaId|Seyring%20J.-Scheider-Gasse!start|1,
